geoid,name,population,value,percentile,numerator,denominator,se
91773,91773,34007,0.209610375,0.63594821,,,
91702,91702,62066,-0.201320979,0.364813404,,,
91741,91741,26794,0.393383969,0.746382331,,,
91765,91765,46593,0.299828044,0.690022848,,,
90303,90303,24374,-0.580342276,0.139375476,,,
90033,90033,49155,-0.896316638,0.045696877,,,
90032,90032,48031,-0.381209454,0.243716679,,,
90249,90249,26429,-0.076125037,0.448591013,,,
91355,91355,30526,0.281439255,0.674790556,,,
91350,91350,36173,0.390679179,0.742574257,,,
91387,91387,42034,0.077272931,0.554455446,,,
91001,91001,37818,0.330425669,0.707539985,,,
91604,91604,32910,0.636508998,0.882711348,,,
91402,91402,72059,-0.58609572,0.135567403,,,
91030,91030,25637,0.695264021,0.912414318,,,
91108,91108,13375,0.654301751,0.891850724,,,
90062,90062,35916,-0.580802829,0.138613861,,,
90293,90293,12728,0.668619895,0.894897182,,,
90292,90292,23549,0.51192367,0.826351866,,,
90003,90003,73730,-1.078935201,0.014470678,,,
90056,90056,7649,0.36380561,0.728865194,,,
90732,90732,22780,0.298416865,0.688499619,,,
90716,90716,14285,-0.49875755,0.179741051,,,
90805,90805,95995,-0.592716733,0.133282559,,,
90402,90402,11882,0.888907054,0.961157654,,,
90010,90010,3822,-0.208828575,0.357197258,,,
91040,91040,20049,-0.008813187,0.496572734,,,
90403,90403,23902,0.732956884,0.924600152,,,
93550,93550,77506,-0.720311269,0.089108911,,,
92397,92397,4562,0.058716902,0.541507997,,,
91732,91732,62905,-0.57396566,0.143945164,,,
91731,91731,30222,-0.621405813,0.124143184,,,
94949,94949,18695,0.620806864,0.875856816,,,
94939,94939,6747,1.126565264,0.986290937,,,
95428,95428,2580,-0.98555307,0.0312262,,,
95425,95425,10984,0.153158814,0.602437167,,,
95449,95449,1560,-0.255452654,0.3229246,,,
95301,95301,39186,-0.309692045,0.285605484,,,
96134,96134,2059,-0.488097956,0.186595583,,,
93907,93907,23299,-0.015849884,0.492764661,,,
93953,93953,4028,0.389241217,0.741051028,,,
94599,94599,3108,0.199341808,0.629093679,,,
96161,96161,18488,0.392301757,0.744859101,,,
92840,92840,54735,-0.107914035,0.426504189,,,
92841,92841,33754,-0.195903282,0.367859863,,,
92647,92647,62199,0.276387926,0.670982483,,,
92673,92673,30768,0.637278347,0.883472963,,,
92865,92865,20664,0.286670527,0.679360244,,,
92866,92866,15574,0.063752036,0.54531607,,,
92624,92624,6372,0.42822519,0.768469155,,,
96020,96020,2369,0.064567631,0.546077685,,,
95947,95947,1657,-0.400354539,0.233054075,,,
96118,96118,1779,-0.253217581,0.326732673,,,
92234,92234,54357,-0.451709374,0.201827875,,,
92240,92240,35278,-0.761445947,0.079207921,,,
92544,92544,49923,-0.526807339,0.167555217,,,
92543,92543,38314,-0.822139865,0.058644326,,,
92264,92264,20072,-0.095383432,0.436405179,,,
92201,92201,65726,-0.496615698,0.180502666,,,
92373,92373,33353,0.233471776,0.64737243,,,
92210,92210,5138,0.214225144,0.637471439,,,
92324,92324,59972,-0.43050683,0.216298553,,,
92399,92399,54268,-0.111977375,0.425742574,,,
95843,95843,47823,0.099532848,0.568926123,,,
95814,95814,11908,0.366514213,0.729626809,,,
95864,95864,23352,0.51795933,0.82863671,,,
95655,95655,4156,0.011340346,0.509520183,,,
95824,95824,30296,-0.785700468,0.073115004,,,
92394,92394,34915,-0.587757128,0.134044174,,,
92410,92410,45052,-1.037194576,0.021325209,,,
92337,92337,39240,-0.116190068,0.420411272,,,
92313,92313,12547,0.099993757,0.569687738,,,
92325,92325,7948,-0.3246605,0.277989337,,,
92014,92014,13568,0.82918647,0.948210206,,,
92020,92020,59743,-0.208672108,0.357958873,,,
92111,92111,50693,0.067582927,0.548362529,,,
92108,92108,22280,0.227723908,0.644325971,,,
92037,92037,38168,0.716918173,0.920792079,,,
92104,92104,45435,0.243026738,0.653465347,,,
92154,92154,88979,-0.30699724,0.286367098,,,
92067,92067,7724,0.528966399,0.835491241,,,
92075,92075,12752,0.6723909,0.897182026,,,
92103,92103,34700,0.702652005,0.914699162,,,
91935,91935,8550,-0.033674237,0.4843869,,,
91978,91978,10506,0.130423187,0.588728104,,,
91906,91906,4428,-0.623917866,0.122619954,,,
92069,92069,50376,0.084552118,0.562071592,,,
92010,92010,16346,0.479039115,0.808073115,,,
92058,92058,46029,-0.575329091,0.14166032,,,
94131,94131,29523,1.162926601,0.99009901,,,
94124,94124,35747,-0.075383849,0.449352628,,,
94134,94134,42418,0.195201254,0.626808835,,,
94108,94108,14143,0.09673048,0.565879665,,,
94130,94130,3008,-0.824477581,0.057882711,,,
95242,95242,26409,0.251692862,0.658796649,,,
95240,95240,48799,-0.321282468,0.278750952,,,
95320,95320,12822,0.121973788,0.579588728,,,
93405,93405,35898,0.039470799,0.524752475,,,
93433,93433,13535,0.081493121,0.559025133,,,
93430,93430,2847,-0.378646606,0.246763138,,,
94070,94070,31074,1.158513898,0.989337395,,,
94065,94065,12461,1.07537711,0.983244478,,,
94019,94019,20512,0.802673442,0.942117289,,,
93105,93105,28545,0.613734157,0.870525514,,,
93109,93109,10771,0.362309974,0.72810358,,,
95138,95138,20674,0.690878279,0.907844631,,,
95033,95033,9511,0.810762167,0.942878903,,,
95120,95120,38122,0.985716207,0.97029703,,,
95136,95136,47476,0.46658418,0.798172125,,,
95123,95123,68766,0.49995246,0.821020564,,,
94304,94304,3852,1.06134531,0.980959634,,,
95073,95073,11013,0.467572164,0.799695354,,,
96019,96019,10178,-0.314949421,0.281035796,,,
96025,96025,2126,-0.474676379,0.193450114,,,
95687,95687,69060,0.221694953,0.641279513,,,
94590,94590,37280,-0.290370082,0.297029703,,,
95441,95441,1797,0.315078177,0.702208682,,,
95448,95448,17407,0.558540047,0.84843869,,,
95465,95465,2244,0.39265021,0.745620716,,,
95405,95405,21082,0.522977363,0.830921554,,,
95407,95407,42026,-0.203476304,0.362528561,,,
95476,95476,36586,0.440008566,0.776085301,,,
94951,94951,4574,0.296326595,0.68697639,,,
95350,95350,54210,-0.24266282,0.331302361,,,
95367,95367,25072,-0.194981462,0.368621478,,,
95319,95319,1745,-0.7017873,0.095201828,,,
96055,96055,3866,-0.461121335,0.198781417,,,
96052,96052,1574,-0.526667084,0.168316832,,,
95379,95379,4003,-0.070054725,0.452399086,,,
95383,95383,3611,0.006543404,0.506473724,,,
93012,93012,36052,0.57812592,0.856816451,,,
93066,93066,3220,-0.198028903,0.366336634,,,
93036,93036,48162,-0.137651347,0.405940594,,,
93004,93004,31525,0.335069982,0.711348058,,,
93022,93022,7179,0.351002099,0.721249048,,,
95616,95616,52212,0.182979411,0.617669459,,,
95691,95691,38690,0.160632574,0.605483625,,,
94705,94705,13527,0.989518702,0.973343488,,,
94602,94602,30162,0.544852282,0.840822544,,,
95689,95689,1698,-0.178714628,0.379284082,,,
95969,95969,23572,-0.425907886,0.221629855,,,
95948,95948,11917,-0.28550275,0.300837776,,,
95228,95228,4541,-0.042640081,0.47448591,,,
95252,95252,16262,-0.003802975,0.500380807,,,
95245,95245,1717,-0.597776163,0.130997715,,,
95932,95932,7633,-0.191697295,0.373191165,,,
95645,95645,1881,-0.329916437,0.271134806,,,
94596,94596,21700,0.764110185,0.931454684,,,
94583,94583,35231,0.828718494,0.947448591,,,
94804,94804,40931,-0.112411554,0.424219345,,,
93660,93660,4090,-0.800362791,0.067783701,,,
93611,93611,49053,0.206966486,0.633663366,,,
93706,93706,40586,-1.14039532,0.011424219,,,
93618,93618,31470,-0.675405798,0.101294745,,,
93622,93622,10335,-0.946074865,0.035795887,,,
93728,93728,16574,-0.882968843,0.047981721,,,
93701,93701,10166,-1.240082222,0.006854532,,,
93620,93620,8906,-0.486266184,0.187357197,,,
93656,93656,5806,-0.728179532,0.085300838,,,
93242,93242,3474,-0.725356576,0.086062452,,,
95546,95546,3466,-0.765121073,0.076923077,,,
95570,95570,2338,-0.102414607,0.430312262,,,
93513,93513,1621,0.030925785,0.520182788,,,
93307,93307,86832,-1.032833497,0.022086824,,,
93516,93516,2244,-0.650220295,0.114242193,,,
93561,93561,34979,-0.200159401,0.365575019,,,
93201,93201,1580,-1.230114681,0.008377761,,,
95467,95467,5506,-0.115690788,0.421172887,,,
95461,95461,2567,-0.099907088,0.43335872,,,
95453,95453,11369,-0.095002564,0.437928408,,,
96056,96056,1530,-0.209904641,0.355674029,,,
91306,91306,49678,-0.215617048,0.351865956,,,
91755,91755,26803,-0.270532158,0.309215537,,,
90701,90701,16801,-0.153837574,0.392231531,,,
90241,90241,43215,-0.138057893,0.404417365,,,
90250,90250,97072,-0.233954042,0.335872049,,,
90210,90210,19314,0.597272507,0.865194212,,,
90004,90004,60541,-0.40882521,0.228484387,,,
90013,90013,12559,-0.380414221,0.245239909,,,
90069,90069,20230,0.631440875,0.881188119,,,
91384,91384,29212,0.267727956,0.666412795,,,
90704,90704,3979,-0.03680867,0.478293983,,,
90059,90059,46185,-0.983550346,0.031987814,,,
91601,91601,36841,-0.20323688,0.363290175,,,
91352,91352,47076,-0.528816698,0.164508759,,,
91311,91311,40839,0.227704842,0.643564356,,,
90068,90068,21092,0.531713289,0.836252856,,,
90744,90744,56880,-0.70646289,0.093678599,,,
90023,90023,46680,-0.804471282,0.066260472,,,
90016,90016,45899,-0.466351597,0.197258187,,,
90713,90713,28202,0.395518131,0.748667174,,,
90058,90058,2718,-1.058728133,0.017517136,,,
91006,91006,32958,0.282262393,0.675552171,,,
90638,90638,49227,0.116769216,0.575780655,,,
90606,90606,32987,-0.286586484,0.300076161,,,
91016,91016,41105,0.191694051,0.622239147,,,
90602,90602,25581,-0.352076444,0.264280274,,,
93644,93644,9055,0.070063971,0.549885758,,,
93614,93614,11982,-0.097089598,0.435643564,,,
95470,95470,5561,-0.045603842,0.471439452,,,
95460,95460,2508,0.125565653,0.582635187,,,
93923,93923,12837,0.569316255,0.853008378,,,
93901,93901,28194,-0.146716394,0.396801219,,,
94503,94503,20276,0.289632052,0.682406702,,,
94574,94574,8757,0.448489809,0.784463062,,,
94508,94508,3935,0.414709105,0.75780655,,,
92844,92844,23189,-0.18377341,0.376999238,,,
92843,92843,46873,-0.194366222,0.369383092,,,
92602,92602,23238,0.620420673,0.875095202,,,
92649,92649,35278,0.519841571,0.829398324,,,
92637,92637,16053,0.119159003,0.578065499,,,
92629,92629,26877,0.474397422,0.802741813,,,
92692,92692,46800,0.653627533,0.891089109,,,
92614,92614,27187,0.452244599,0.78750952,,,
92870,92870,53600,0.255394237,0.660319878,,,
92610,92610,16360,0.689138013,0.907083016,,,
92530,92530,58184,-0.407338599,0.229246002,,,
95648,95648,52949,0.261985657,0.661843107,,,
95765,95765,39214,0.554251004,0.846153846,,,
95677,95677,25477,0.310167438,0.697638995,,,
95678,95678,42053,0.234853242,0.649657273,,,
96122,96122,3266,-0.122952915,0.416603199,,,
92509,92509,81383,-0.494150173,0.183549124,,,
92879,92879,47872,-0.216997953,0.348057883,,,
92881,92881,33531,0.217612715,0.638994669,,,
92595,92595,33649,-0.158704457,0.387661843,,,
92591,92591,41609,0.117900571,0.57654227,,,
92223,92223,55580,-0.057435946,0.463823305,,,
92587,92587,17237,-0.004897093,0.498857578,,,
92028,92028,48173,-0.076232248,0.447829398,,,
95818,95818,21625,0.538241913,0.837014471,,,
95673,95673,16636,-0.136884319,0.406702209,,,
95632,95632,31911,0.076156296,0.553693831,,,
95842,95842,33522,-0.373502895,0.248286367,,,
95841,95841,21229,-0.191944557,0.371667936,,,
92345,92345,82110,-0.586846433,0.134805788,,,
91709,91709,80701,0.293373927,0.684691546,,,
91761,91761,61425,-0.186168466,0.374714395,,,
91764,91764,56677,-0.346275899,0.265803503,,,
91737,91737,25154,0.27969581,0.673267327,,,
91708,91708,4009,-0.118297656,0.418888043,,,
92374,92374,43391,-0.084052546,0.444021325,,,
92408,92408,13635,-0.912682263,0.042650419,,,
92376,92376,86085,-0.574845161,0.142421935,,,
92040,92040,46306,0.002761057,0.50418888,,,
92109,92109,47111,0.49544253,0.816450876,,,
92116,92116,33408,0.319693216,0.704493526,,,
92117,92117,56983,0.405805612,0.754760091,,,
91910,91910,74855,-0.078679915,0.445544554,,,
92026,92026,50321,0.001587679,0.503427266,,,
92003,92003,5160,0.172023596,0.610814928,,,
92102,92102,44010,-0.391576213,0.236862148,,,
92056,92056,52337,0.192207942,0.623000762,,,
92054,92054,41807,-0.063234911,0.457730388,,,
94114,94114,34918,1.30179621,0.998476771,,,
94110,94110,72380,0.775180586,0.933739528,,,
95304,95304,14282,0.181983006,0.616907845,,,
95205,95205,38350,-0.964986884,0.034272658,,,
95361,95361,35308,-0.05559511,0.465346535,,,
93420,93420,30740,0.357655037,0.724295506,,,
93428,93428,5859,0.185186167,0.619192688,,,
94010,94010,42760,0.987614238,0.972581874,,,
94015,94015,65041,0.414631877,0.757044935,,,
94038,94038,3450,0.609812152,0.869383092,,,
94020,94020,1697,0.540762319,0.839299315,,,
93103,93103,20538,0.451447907,0.786747906,,,
93013,93013,16652,0.346529357,0.715917746,,,
93460,93460,5284,0.267297751,0.664889566,,,
94085,94085,23223,0.468699334,0.800456969,,,
95148,95148,48273,0.419383266,0.761614623,,,
95127,95127,66256,0.051100452,0.534653465,,,
95119,95119,10027,0.579352842,0.85833968,,,
95014,95014,61866,0.8120018,0.943640518,,,
94043,94043,31161,0.840971368,0.951256664,,,
95129,95129,39741,0.708250483,0.916984006,,,
95128,95128,36975,0.303035509,0.693069307,,,
95117,95117,30369,0.268878129,0.668697639,,,
96003,96003,44328,-0.106820635,0.427265804,,,
96067,96067,7094,-0.032290557,0.485148515,,,
95403,95403,45096,0.118627434,0.577303884,,,
95409,95409,27186,0.425761938,0.764661081,,,
95326,95326,10147,0.027267163,0.516374714,,,
95354,95354,24923,-0.562126977,0.150799695,,,
96035,96035,3629,-0.457156438,0.200304646,,,
93261,93261,2434,-1.230991395,0.007616146,,,
93615,93615,6347,-0.919467363,0.03960396,,,
93265,93265,3379,-0.56950066,0.146991622,,,
93221,93221,14129,-0.365067465,0.256664128,,,
93223,93223,10716,-0.803507888,0.067022087,,,
93258,93258,1952,-1.084959761,0.013709063,,,
93010,93010,46063,0.395227349,0.74790556,,,
93015,93015,17989,-0.005538021,0.498095963,,,
93033,93033,84701,-0.51230399,0.175932978,,,
93030,93030,58422,-0.364563682,0.257425743,,,
95605,95605,14493,-0.412732679,0.223914699,,,
94605,94605,43399,0.082575153,0.559786748,,,
94502,94502,14701,0.987145185,0.971820259,,,
94709,94709,11951,0.453169923,0.788271135,,,
94536,94536,74837,0.564660821,0.852246763,,,
94538,94538,67474,0.478586256,0.8073115,,,
94541,94541,65928,0.075807728,0.552932216,,,
94546,94546,44378,0.478004993,0.805788271,,,
94505,94505,16382,0.352594019,0.722010663,,,
95640,95640,11598,-0.03589978,0.481340442,,,
95917,95917,3717,-0.266548669,0.314546839,,,
95222,95222,5029,0.049106528,0.533130236,,,
94598,94598,27831,0.943472459,0.966488957,,,
94523,94523,35005,0.734552003,0.925361767,,,
94597,94597,23108,0.839871613,0.949733435,,,
95219,95219,29270,0.287255183,0.680121858,,,
94547,94547,25616,0.559206409,0.849200305,,,
93640,93640,12920,-1.414393818,0.002284844,,,
93609,93609,5177,-0.730316554,0.084539223,,,
93619,93619,39473,0.402538818,0.750952018,,,
93721,93721,7650,-1.252935417,0.006092917,,,
93675,93675,3905,-0.534661451,0.162985529,,,
95963,95963,15492,-0.38710551,0.239908606,,,
95951,95951,2686,-0.366386696,0.255902513,,,
95536,95536,2899,-0.099719187,0.434120335,,,
92251,92251,23970,-0.128372156,0.412795126,,,
92250,92250,8655,-0.526882524,0.166793602,,,
93203,93203,22662,-1.05037182,0.01980198,,,
93523,93523,3556,-0.82101254,0.059405941,,,
93505,93505,13774,-0.672607704,0.104341203,,,
93263,93263,22210,-0.843100722,0.054836253,,,
95458,95458,2960,-0.567377958,0.148514851,,,
91208,91208,15860,0.368635669,0.731150038,,,
91405,91405,55506,-0.528745124,0.165270373,,,
91406,91406,54890,-0.227389941,0.341964966,,,
91754,91754,33636,-0.128802689,0.411271896,,,
91356,91356,29822,0.150408837,0.599390708,,,
93536,93536,70237,-0.142210096,0.400609292,,,
91303,91303,31586,-0.441611102,0.208682407,,,
91505,91505,30902,0.389697102,0.741812643,,,
91301,91301,26334,0.620231696,0.874333587,,,
91362,91362,36604,0.637812473,0.884234577,,,
90265,90265,17954,0.639108439,0.884996192,,,
90221,90221,51688,-0.786708468,0.07083016,,,
90242,90242,42694,-0.14657981,0.397562833,,,
91790,91790,45444,-0.040494423,0.476009139,,,
91706,91706,76930,-0.328177395,0.272658035,,,
91767,91767,50606,-0.373468709,0.249047982,,,
91740,91740,25877,0.07919756,0.556740289,,,
90301,90301,38234,-0.437186939,0.211728865,,,
90504,90504,33410,0.264919476,0.662604722,,,
90814,90814,19685,0.451294027,0.785986291,,,
91302,91302,26712,0.675307239,0.898705255,,,
90006,90006,59576,-0.785895535,0.072353389,,,
90065,90065,46461,-0.136731297,0.407463823,,,
91205,91205,37638,-0.388469995,0.238385377,,,
91203,91203,15410,-0.24052262,0.33282559,,,
91343,91343,66743,-0.330828753,0.270373191,,,
90037,90037,67640,-1.042238595,0.020563595,,,
90712,90712,31217,0.247904738,0.65727342,,,
90740,90740,24307,0.539639144,0.837776085,,,
90034,90034,53861,0.300779901,0.690784463,,,
90094,90094,9827,0.6946842,0.911652704,,,
91326,91326,36339,0.441928599,0.77760853,,,
90266,90266,35500,0.879668915,0.95887281,,,
91733,91733,45365,-0.647949692,0.115765423,,,
94901,94901,41713,0.480318121,0.80883473,,,
94925,94925,9838,1.001162835,0.974866717,,,
94960,94960,15868,1.020987719,0.977913176,,,
94930,94930,8728,0.90616564,0.964204113,,,
93635,93635,41180,-0.427931156,0.219345011,,,
95348,95348,34002,-0.525787257,0.169840061,,,
95315,95315,14520,-0.429002316,0.218583397,,,
93921,93921,3316,0.464538411,0.795125666,,,
93925,93925,2073,-0.329679519,0.27189642,,,
93906,93906,64348,-0.273871136,0.307692308,,,
95004,95004,4218,0.171871533,0.610053313,,,
93924,93924,6514,0.406351195,0.755521706,,,
93451,93451,4477,-0.184205023,0.376237624,,,
92821,92821,37712,0.358401429,0.725818736,,,
90720,90720,22261,0.49290298,0.814927647,,,
92845,92845,16273,0.444555511,0.779131759,,,
92807,92807,35687,0.528372111,0.834729627,,,
92835,92835,23528,0.461766232,0.792079208,,,
92701,92701,55058,-0.58417648,0.137852247,,,
92663,92663,21951,0.704122428,0.915460777,,,
92887,92887,20012,0.687024864,0.906321401,,,
92861,92861,5822,0.717823937,0.921553694,,,
92662,92662,2519,0.813276124,0.944402133,,,
95722,95722,5123,0.269597789,0.669459254,,,
95663,95663,2493,0.436332266,0.772277228,,,
95626,95626,6065,-0.009862618,0.495049505,,,
92583,92583,32697,-0.597578294,0.13175933,,,
92211,92211,25056,0.102627115,0.570449353,,,
92882,92882,73250,-0.065075063,0.456207159,,,
92584,92584,54235,0.056090271,0.538461538,,,
92507,92507,59152,-0.46986073,0.195734958,,,
95757,95757,50727,0.371465553,0.732673267,,,
95831,95831,43094,0.427686185,0.76770754,,,
95823,95823,79440,-0.494218899,0.18278751,,,
95693,95693,7037,0.130252324,0.587966489,,,
95827,95827,20666,-0.104270611,0.428027418,,,
95835,95835,40170,0.462052219,0.792840823,,,
92310,92310,9872,-1.539767262,0.000761615,,,
91784,91784,26090,0.540062851,0.8385377,,,
92335,92335,99306,-0.673192743,0.102817974,,,
92407,92407,68545,-0.538041165,0.162223915,,,
92354,92354,22050,-0.26813394,0.310738766,,,
92256,92256,3100,-0.254259371,0.325209444,,,
92120,92120,30550,0.507314203,0.824067022,,,
92130,92130,56134,0.758128322,0.92916984,,,
91911,91911,84026,-0.211806577,0.3541508,,,
92029,92029,19382,0.403983084,0.751713633,,,
91962,91962,2106,0.075428353,0.552170602,,,
94107,94107,31461,1.097773698,0.984006093,,,
94133,94133,26796,0.304981942,0.694592536,,,
95376,95376,55655,0.015638101,0.511043412,,,
95207,95207,52269,-0.447661218,0.204874334,,,
95204,95204,28667,-0.266717885,0.313785225,,,
95202,95202,6066,-1.517633101,0.001523229,,,
93422,93422,33466,0.24015304,0.652703732,,,
94061,94061,39023,0.541965817,0.840060929,,,
94027,94027,7415,1.271081002,0.996953542,,,
94080,94080,67600,0.477781553,0.804265042,,,
94066,94066,43101,0.60593198,0.867479056,,,
94044,94044,38984,0.737373601,0.926884996,,,
94014,94014,49170,0.370671277,0.731911653,,,
93436,93436,56323,-0.076288002,0.447067784,,,
93108,93108,10401,0.670032328,0.896420411,,,
93437,93437,3387,-0.403687558,0.230007616,,,
95037,95037,51994,0.545828755,0.841584158,,,
95008,95008,46352,0.646078903,0.887281036,,,
95134,95134,29349,0.679076781,0.902513328,,,
95139,95139,7363,0.574150485,0.854531607,,,
95065,95065,8491,0.58592492,0.862147753,,,
96013,96013,4819,-0.283880764,0.301599391,,,
96073,96073,3980,0.051564041,0.53541508,,,
96064,96064,4533,-0.383637202,0.24219345,,,
95492,95492,29271,0.434866461,0.770753998,,,
94928,94928,44323,0.235788639,0.650418888,,,
95363,95363,27908,-0.302142182,0.289413557,,,
95307,95307,46283,-0.469640733,0.196496573,,,
95355,95355,59621,-0.019678983,0.491241432,,,
95368,95368,14041,-0.120083715,0.417364813,,,
95991,95991,40861,-0.370443859,0.252856055,,,
95993,95993,37077,-0.083302016,0.44478294,,,
93277,93277,52271,-0.17280635,0.382330541,,,
93292,93292,42031,-0.306857966,0.287128713,,,
93286,93286,9906,-0.577550724,0.140898705,,,
93272,93272,4707,-0.989639,0.028941356,,,
93040,93040,1827,-0.607657476,0.127951257,,,
93060,93060,33773,-0.208958035,0.356435644,,,
93065,93065,71832,0.420877101,0.763137852,,,
91377,91377,13853,0.71037903,0.917745621,,,
94704,94704,29597,-0.204441151,0.361766946,,,
94552,94552,14938,0.828504838,0.946686976,,,
94578,94578,41865,-0.009155137,0.49581112,,,
94566,94566,45893,0.843845345,0.952779893,,,
94603,94603,35862,-0.41135551,0.226199543,,,
94612,94612,15785,0.309643274,0.69687738,,,
94706,94706,21218,0.843737249,0.952018279,,,
95642,95642,7101,-0.059812432,0.462300076,,,
95938,95938,4446,0.295755479,0.686214775,,,
95247,95247,4024,-0.049939233,0.469154608,,,
95912,95912,5380,-0.279425296,0.305407464,,,
94564,94564,19260,0.465348247,0.796648896,,,
95531,95531,23737,-0.567047333,0.149276466,,,
95684,95684,3129,-0.182640778,0.377760853,,,
95633,95633,4188,-0.291324148,0.294744859,,,
93662,93662,30725,-0.654070044,0.112718964,,,
93654,93654,30373,-0.539562478,0.1614623,,,
93710,93710,33448,-0.290574772,0.296268088,,,
93727,93727,84449,-0.568560205,0.147753237,,,
93730,93730,12770,0.447130634,0.782939832,,,
95988,95988,8298,-0.409381151,0.227722772,,,
95519,95519,19763,0.061757715,0.543792841,,,
95542,95542,1871,-0.352801774,0.26351866,,,
92231,92231,40064,-0.570817056,0.145468393,,,
93306,93306,72280,-0.550113194,0.156130998,,,
93312,93312,61628,0.128992615,0.58644326,,,
93285,93285,2477,-0.714453851,0.092155369,,,
93250,93250,16191,-1.019487356,0.024371668,,,
93225,93225,4782,-0.696883554,0.097486672,,,
93222,93222,1583,-0.489887768,0.185072353,,,
93212,93212,23357,-0.957638451,0.035034273,,,
93204,93204,12961,-0.93331302,0.036557502,,,
91501,91501,20511,-0.06819825,0.453922315,,,
91335,91335,81824,-0.256341494,0.320639756,,,
91801,91801,54768,-0.064921316,0.456968774,,,
91803,91803,29567,-0.101776433,0.432597106,,,
91201,91201,23281,-0.219807189,0.345773039,,,
91502,91502,10708,-0.174364987,0.381568926,,,
91401,91401,39755,-0.269965902,0.309977152,,,
91316,91316,30499,0.128823689,0.585681645,,,
91506,91506,18591,0.306815564,0.695354151,,,
90502,90502,17778,0.036391906,0.523229246,,,
90262,90262,70536,-0.698953759,0.095963442,,,
90703,90703,50589,0.303254653,0.693830922,,,
91744,91744,85421,-0.394460513,0.235338919,,,
90304,90304,25946,-0.584666829,0.137090632,,,
90802,90802,38962,-0.159345281,0.386900228,,,
90815,90815,41312,0.416800965,0.760091394,,,
91010,91010,26380,-0.022952422,0.488956588,,,
90302,90302,30017,-0.287173541,0.299314547,,,
90012,90012,36552,-0.426360334,0.220868241,,,
90014,90014,8688,-0.205896816,0.360243717,,,
91321,91321,34014,-0.077740071,0.446306169,,,
90280,90280,94642,-0.540191538,0.159939071,,,
91104,91104,37874,0.02763674,0.517136329,,,
91105,91105,12617,0.691562077,0.90936786,,,
91214,91214,30787,0.360194757,0.727341965,,,
91202,91202,23345,0.088378104,0.563594821,,,
91304,91304,54361,-0.040068115,0.476770754,,,
90042,90042,63193,-0.112007379,0.42498096,,,
90041,90041,29090,0.193662222,0.625285605,,,
90291,90291,26950,0.500137143,0.821782178,,,
90064,90064,25925,0.595252232,0.864432597,,,
90067,90067,2428,0.693445076,0.910129474,,,
90018,90018,53490,-0.553885812,0.153846154,,,
91345,91345,19145,-0.156200566,0.389946687,,,
90245,90245,16731,0.641680167,0.885757807,,,
90255,90255,75019,-0.656877176,0.109672506,,,
90270,90270,27287,-0.629059148,0.121096725,,,
90630,90630,49205,0.357954089,0.725057121,,,
90623,90623,15662,0.349233668,0.719725819,,,
93636,93636,13255,-0.223144009,0.343488195,,,
95311,95311,1893,-0.556752518,0.15156131,,,
95490,95490,12975,-0.400209562,0.233815689,,,
95482,95482,31482,-0.205622645,0.361005331,,,
95365,95365,4775,-0.659045175,0.108910891,,,
95076,95076,86905,-0.206222199,0.358720487,,,
93950,93950,15547,0.501901094,0.822543793,,,
94559,94559,27593,0.187945718,0.619954303,,,
95946,95946,8977,0.043093937,0.527798934,,,
92683,92683,91105,-0.060960438,0.460776847,,,
92626,92626,50605,0.343997117,0.714394516,,,
92679,92679,32657,0.840793444,0.95049505,,,
92832,92832,25837,-0.154457401,0.391469916,,,
92782,92782,23084,0.579239894,0.857578065,,,
95746,95746,23934,0.715219723,0.920030465,,,
92880,92880,69656,0.200466291,0.629855293,,,
92562,92562,64286,0.128757866,0.58492003,,,
92539,92539,4557,-0.781225178,0.075399848,,,
91752,91752,35694,-0.267102885,0.312261995,,,
92585,92585,21907,-0.309817857,0.284843869,,,
92553,92553,76102,-0.655269113,0.11195735,,,
92505,92505,53282,-0.28362662,0.302361005,,,
92508,92508,38428,0.193132445,0.624523991,,,
95838,95838,39053,-0.621805934,0.123381569,,,
95817,95817,13758,-0.012077036,0.493526276,,,
95815,95815,25673,-0.716332538,0.09063214,,,
95816,95816,17199,0.702387348,0.913937548,,,
95624,95624,65948,0.229838094,0.646610815,,,
94571,94571,10605,-0.147201771,0.396039604,,,
95742,95742,12472,0.404359452,0.753236862,,,
95621,95621,41740,0.068677884,0.549124143,,,
95825,95825,37473,-0.267007075,0.31302361,,,
95045,95045,4217,0.065706838,0.546839299,,,
92356,92356,6573,-0.916951934,0.040365575,,,
91730,91730,72407,-0.08984464,0.440974867,,,
91762,91762,61718,-0.336214926,0.269611577,,,
91763,91763,38863,-0.391378925,0.237623762,,,
91739,91739,39875,0.293237031,0.683929931,,,
92363,92363,5348,-0.629109516,0.12033511,,,
92411,92411,25650,-0.900981389,0.044173648,,,
92316,92316,28704,-0.514509718,0.174409749,,,
92391,92391,1959,-0.512080458,0.176694593,,,
92122,92122,48071,0.192850411,0.623762376,,,
92126,92126,82658,0.372986203,0.734196497,,,
91942,91942,40151,0.129877022,0.587204874,,,
91950,91950,62859,-0.419525885,0.22239147,,,
92007,92007,11417,0.498576573,0.817974105,,,
94118,94118,42095,0.960307229,0.967250571,,,
94116,94116,47346,0.854489393,0.955064737,,,
94123,94123,25890,1.297907356,0.997715156,,,
95209,95209,44980,-0.034651701,0.482102056,,,
